Item Managed by,External ID,Item Name/Number,Item Options,SIZE,COLOR,Packaging,NDC Item,Matrix Type,Subitem of,Display Name/Code,Vendor Name/Code,Manufacturer,UOM to Each,UOM to Each Type,Units Type,Stock Description,Purchase Price,Item Defined Cost,Base Price,Shipping Category,Shipping Rate,Logo - Free Shipping,Actual Shipping,Application,Product Name,Detailed Description,Web Store Description,Page Title,Meta Tag HTML,Warranty,Return Policy,Attribute Set,Original Description,Other Options,form,Catalogue,Catalogue hierarchy
AUTOMATION,1000000158,GR53829-CS,Size|Color,1 x 18 inch,Blue,Case,,Child Matrix Item,1000000157,53829,NDC Homecare LLC,Graham Medical,1000,CS,Case,1000/Case,154.53,162.2565,200.889,,,,,,"Graham Medical Latex Free Tourniquet 1"" X 18"", Blue - 1000/cs",,,,,,,Supply Compression,"Tourniquet, 1"" x 18"", Blue, Textured to Reduce Slipping & Pinching, Tear Resistant, Powder Free, 1000/cs (90 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000158,GR36648-CS,Size|Color,1 x 18 inch,White,Case,,Child Matrix Item,1000000157,36648,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,73.75,77.4375,95.875,,,,,,"Graham Medical Latex Free Tourniquet 1"" X 18"", White - 500/cs",,,,,,,Supply Compression,"Tourniquet, 1"" x 18"", White, 100/bx, 5 bx/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000161,GR65459-MI,,,,,,Parent Matrix Item,,65459,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Megamover® Plus,"<p>A durable, compact, cost effective, portable transport unit used to transport, transfer or rescue patients from areas inaccessible to stretchers. The Plus accepts standard backboards for immobilization. The gray color provides decreased visibility where security is vital.</p>","<p>A durable, compact, cost effective, portable transport unit used to transport, transfer or rescue patients from areas inaccessible to stretchers. The Plus accepts standard backboards for immobilization. The gray color provides decreased visibility where security is vital.</p>",Graham Medical Megamover® Plus|65459,"<meta name= ""description"" content=""Buy Graham Medical Megamover® Plus at best price from medicaleshop.com"" /><meta name=""keywords"" content=""65459"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000162,GR65459-CS,Color|Size,40 x 80 inch,Gray,Case,,Child Matrix Item,1000000161,65459,NDC Homecare LLC,Graham Medical,8,CS,Case,8/Case,221.65,232.7325,288.145,,,,,,"Graham Medical Megamover® Plus Gray, 40"" X 80"" - 8/cs",,,,,,,Supply Compression,"MegaMover® Plus w/ PowerGrips™, Gray/Black, 40"" x 80"", 8/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000163,GR53376-CS,Size,40 x 80 inch,,Case,,Child Matrix Item,1000000161,53376,NDC Homecare LLC,Graham Medical,10,CS,Case,10/Case,214.1,224.805,278.33,,,,,,"Graham Medical Megamover® Plus 40"" X 80"" - 10/cs",,,,,,,Supply Compression,"MegaMover® Plus, Gray/ Black, 40"" x 80"", 10/cs (30 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000164,GR66563-MI,,,,,,Parent Matrix Item,,66563,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Megamover® Portable Transport Unit,"<p>A compact, cost effective, portable transport unit used to transport, transfer or rescue patients from areas inaccessible to stretchers. The nonwoven, latex-free construction hold up to 800 lbs. and has 14 handles for ergonomic lifting.</p>","<p>A compact, cost effective, portable transport unit used to transport, transfer or rescue patients from areas inaccessible to stretchers. The nonwoven, latex-free construction hold up to 800 lbs. and has 14 handles for ergonomic lifting.</p>",Graham Medical Megamover® Portable Transport Unit|66563,"<meta name= ""description"" content=""Buy Graham Medical Megamover® Portable Transport Unit at best price from medicaleshop.com"" /><meta name=""keywords"" content=""66563"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000165,GR66563-CS,Color|Size,40 x 80 inch,White,Case,,Child Matrix Item,1000000164,66563,NDC Homecare LLC,Graham Medical,8,CS,Case,8/Case,160.77,168.8085,209.001,,,,,,"Graham Medical Megamover® Portable Transport Unit White, 40"" X 80"" - 8/cs",,,,,,,Supply Compression,"MegaMover® Portable Transport Unit, White with Power Grips, 40"" x 80"", 8/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000166,GR81707-CS,Color|Size,72 inch X 32 inch,Gray,Case,,Child Matrix Item,1000000164,81707,NDC Homecare LLC,Graham Medical,8,CS,Case,8/Case,207.16,217.518,269.308,,,,,,"Graham Medical Megamover® Portable Transport Unit Gray, 72"" X 32"" - 8/cs",,,,,,,Supply Compression,"Tactical MegaMover®, Nonwoven/Poly, Gray, 72"" X 32"", 8/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000167,GR51926-CS,Color|Size,40 x 80 inch,White/ Black,Case,,Child Matrix Item,1000000164,51926,NDC Homecare LLC,Graham Medical,10,CS,Case,10/Case,148.48,155.904,193.024,,,,,,"Graham Medical Megamover® Portable Transport Unit White/ Black, 40"" X 80"" - 10/cs",,,,,,,Supply Compression,"MegaMover® Portable Transport Unit, White/ Black, 40"" x 80"", 10/cs (50 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000168,GR53651-MI,,,,,,Parent Matrix Item,,53651,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Mylar Blankets,"<p>The unique material of our SpaEssentials® Mylar Blankets makes spa treatments more effective as they retain up to 90% of clients’ body heat. Our uniquely folded 30"" roll unfolds to a full 60"" wide. Simply cut to desired length.</p>","<p>The unique material of our SpaEssentials® Mylar Blankets makes spa treatments more effective as they retain up to 90% of clients’ body heat. Our uniquely folded 30"" roll unfolds to a full 60"" wide. Simply cut to desired length.</p>",Graham Medical Mylar Blankets|53651,"<meta name= ""description"" content=""Buy Graham Medical Mylar Blankets at best price from medicaleshop.com"" /><meta name=""keywords"" content=""53651"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000169,GR53651-CS,Size,62 x 90 inch,,Case,,Child Matrix Item,1000000168,53651,NDC Homecare LLC,Graham Medical,16,CS,Case,16/Case,57.52,60.396,74.776,,,,,,"Graham Medical Mylar Blankets 62"" X 90"" - 16 Bg/cs",,,,,,,Supply Compression,"SpaEssentials® Blanket Mylar, 62"" x 90"" , Chrome, 3/bg, 16 bg/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000169,GR53650-CS,Size,52 x 84 inch,,Case,,Child Matrix Item,1000000168,53650,NDC Homecare LLC,Graham Medical,16,CS,Case,16/Case,48.95,51.3975,63.635,,,,,,"Graham Medical Mylar Blankets 52"" X 84"" - 16 Bg/cs",,,,,,,Supply Compression,"SpaEssentials® Blanket Mylar, 52"" x 84"" , Chrome, 3/bg, 16 bg/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000171,GR79749-MI,,,,,,Parent Matrix Item,,79749,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Nonwoven Coveralls,<p></p>,<p></p>,Graham Medical Nonwoven Coveralls|79749,"<meta name= ""description"" content=""Buy Graham Medical Nonwoven Coveralls at best price from medicaleshop.com"" /><meta name=""keywords"" content=""79749"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000172,GR79748-CS,Size|Color,Large,White,Case,,Child Matrix Item,1000000171,79748,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,27.7,29.085,36.01,,,,,,"Graham Medical Nonwoven Coveralls Large, White - 25/cs",,,,,,,Supply Compression,"Coverall, Large, Nonwoven, White, 25/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000173,GR79747-CS,Size|Color,Small/Medium,White,Case,,Child Matrix Item,1000000171,79747,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,27.7,29.085,36.01,,,,,,"Graham Medical Nonwoven Coveralls Small/medium, White - 25/cs",,,,,,,Supply Compression,"Coverall, Small/Medium, Nonwoven, White, 25/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000174,GR79749-CS,Size|Color,X-Large,White,Case,,Child Matrix Item,1000000171,79749,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,27.7,29.085,36.01,,,,,,"Graham Medical Nonwoven Coveralls X-large, White - 25/cs",,,,,,,Supply Compression,"Coverall, X-Large, Nonwoven, White, 25/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000175,GR79750-CS,Size|Color,2X-Large,White,Case,,Child Matrix Item,1000000171,79750,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,29.36,30.828,38.168,,,,,,"Graham Medical Nonwoven Coveralls 2x-large, White - 25/cs",,,,,,,Supply Compression,"Coverall, 2X-Large, Nonwoven, White, 25/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000176,GR79745-CS,Size|Color,X-Large,Blue,Case,,Child Matrix Item,1000000171,79745,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,27.7,29.085,36.01,,,,,,"Graham Medical Nonwoven Coveralls X-large, Blue - 25/cs",,,,,,,Supply Compression,"Coverall, X-Large, Nonwoven, Blue, 25/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000177,GR79743-CS,Size|Color,Small/Medium,Blue,Case,,Child Matrix Item,1000000171,79743,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,27.7,29.085,36.01,,,,,,"Graham Medical Nonwoven Coveralls Small/medium, Blue - 25/cs",,,,,,,Supply Compression,"Coverall, Small/Medium, Nonwoven, Blue, 25/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000178,GR79744-CS,Size|Color,Large,Blue,Case,,Child Matrix Item,1000000171,79744,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,27.7,29.085,36.01,,,,,,"Graham Medical Nonwoven Coveralls Large, Blue - 25/cs",,,,,,,Supply Compression,"Coverall, Large, Nonwoven, Blue, 25/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000179,GR79746-CS,Size|Color,2X-Large,Blue,Case,,Child Matrix Item,1000000171,79746,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,29.36,30.828,38.168,,,,,,"Graham Medical Nonwoven Coveralls 2x-large, Blue - 25/cs",,,,,,,Supply Compression,"Coverall, 2X-Large, Nonwoven, Blue, 25/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000180,GR65335-MI,,,,,,Parent Matrix Item,,65335,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Non-woven Examination Gown,"<p>Soft, linen-like nonwoven gowns are warm and comfortable like real clothing. Attached waist tie for custom fit. Sewn shoulders for durability. Ideal for full-body exams, rigorous procedures and extended wear.</p>","<p>Soft, linen-like nonwoven gowns are warm and comfortable like real clothing. Attached waist tie for custom fit. Sewn shoulders for durability. Ideal for full-body exams, rigorous procedures and extended wear.</p>",Graham Medical Non-woven Examination Gown|65335,"<meta name= ""description"" content=""Buy Graham Medical Non-woven Examination Gown at best price from medicaleshop.com"" /><meta name=""keywords"" content=""65335"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000181,GR65336-CS,Size|Color|Size,X-Large,Blue (Yellow,Case,,Child Matrix Item,1000000180,65336,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,122.96,129.108,159.848,,,,,,"Graham Medical Non-woven Examination Gown Non-woven, 42"" X 50"", Blue (yellow, X-large - 50/cs",,,,,,,Supply Compression,"Exam Gown, Non-Woven, 42"" x 50"", Blue (Yellow Tie), X-Large, 50/cs","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000181,GR65335-CS,Size|Size,XL,,Case,,Child Matrix Item,1000000180,65335,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,95.7,100.485,124.41,,,,,,"Graham Medical Non-woven Examination Gown Non-woven, 36""x48"" Blue, Xl - 50/cs",,,,,,,Supply Compression,"Exam Gown, Non-woven, 36""x48"" Blue, SMS, XL, 50/CS","[{""text"":""Non-woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000182,GR65334-CS,Size|Color|Size,Large,Blue,Case,,Child Matrix Item,1000000180,65334,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,76.34,80.157,99.242,,,,,,"Graham Medical Non-woven Examination Gown Non-woven, 30"" X 46"", Blue, Large - 50/cs",,,,,,,Supply Compression,"Exam Gown, Non-Woven, 30"" x 46"", Blue (White Tie), Large, 50/cs","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000184,GR86792-MI,,,,,,Parent Matrix Item,,86792,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Non-woven Gown,<p></p>,<p></p>,Graham Medical Non-woven Gown|86792,"<meta name= ""description"" content=""Buy Graham Medical Non-woven Gown at best price from medicaleshop.com"" /><meta name=""keywords"" content=""86792"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000185,GR65333-CS,Color|Size,SMS Small,Blue,Case,,Child Matrix Item,1000000184,65333,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,39.65,41.6325,51.545,,,,,,"Graham Medical Non-woven Gown Blue, Sms Small - 50/cs",,,,,,,Supply Compression,"Gown,Nonwoven, 20""x32"", Blue, SMS Small, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000186,GR86792-CS,Size|Color,42x46 inch,Blue,Case,,Child Matrix Item,1000000184,86792,NDC Homecare LLC,Graham Medical,5,CS,Case,5/Case,90,94.5,117,,,,,,"Graham Medical Non-woven Gown 42""x46"", Blue, Ppe - 5pk/cs",,,,,,,Supply Compression,"Gown, Poly, 42""x46"", Blue, PPE, 15/pk, 5pk/cs","[{""text"":""PPE"",""tag"":""FRENCH_GAUGE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000187,GR65649-CS,Size|Color|Size,SMS Medium,Blue,Case,,Child Matrix Item,1000000184,65649,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,60.47,63.4935,78.611,,,,,,"Graham Medical Non-woven Gown 28"" X 42"", Blue, Sms Medium - 50/cs",,,,,,,Supply Compression,"Nonwoven Gown, 28"" x 42"", Blue, SMS Medium, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000188,GR74111-CS,Size|Size,SMS Large,,Case,,Child Matrix Item,1000000184,74111,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,34.95,36.6975,45.435,,,,,,"Graham Medical Non-woven Gown 30"" X 46"", Sms Large - 50/cs",,,,,,,Supply Compression,"Nonwoven Gown, 30"" X 46"", Maroon, SMS Large, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000189,GR86684-CS,Color,,Blue,Case,,Child Matrix Item,1000000184,86684,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,80,84,104,,,,,,Graham Medical Non-woven Gown Blue - 50/cs,,,,,,,Supply Compression,"Gown, Nonwoven, 30""x42"", Blue, w/ Sewn Ties, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000190,GR84792-CS,Size,Small,,Case,,Child Matrix Item,1000000184,84792,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,49.68,52.164,64.584,,,,,,Graham Medical Non-woven Gown Small - 30/cs,,,,,,,Supply Compression,"Gown, Nonwoven, with Snaps, Small, Maroon, 10/bg, 3 bg/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000191,GR52169-MI,,,,,,Parent Matrix Item,,52169,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Onedee's® Elite Patient Bikini,<p>Nonwoven material offering softness and opacity for patient comfort and privacy. Latex free elastic waistband for universal fit. Perfect for lower body plastic surgery exams and procedures. Disposable for sanitary measures and reduced linen costs.</p>,<p>Nonwoven material offering softness and opacity for patient comfort and privacy. Latex free elastic waistband for universal fit. Perfect for lower body plastic surgery exams and procedures. Disposable for sanitary measures and reduced linen costs.</p>,Graham Medical Onedee's® Elite Patient Bikini|52169,"<meta name= ""description"" content=""Buy Graham Medical Onedee's® Elite Patient Bikini at best price from medicaleshop.com"" /><meta name=""keywords"" content=""52169"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000192,GR50587-CS,Color|Size,One Size,Blue,Case,,Child Matrix Item,1000000191,50587,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,40.1,42.105,52.13,,,,,,"Graham Medical Onedee's® Elite Patient Bikini Blue, One Size - 100/cs",,,,,,,Supply Compression,"One-Dees® Womens Bikini, Blue, One Size Fits All, 100/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000192,GR52169-CS,Color|Size,One Size,White,Case,,Child Matrix Item,1000000191,52169,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,40.1,42.105,52.13,,,,,,"Graham Medical Onedee's® Elite Patient Bikini White, One Size - 100/cs",,,,,,,Supply Compression,"One-Dees® Womens Bikini, White, One Size Fits All, 100/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000194,GR43446-MI,,,,,,Parent Matrix Item,,43446,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Patient Bibs,<p>Comprised of two layers of economy tissue bonded into one layer for softness with a polyethylene backing. The polyethylene backing resists any soak-through for maximum protection.</p>,<p>Comprised of two layers of economy tissue bonded into one layer for softness with a polyethylene backing. The polyethylene backing resists any soak-through for maximum protection.</p>,Graham Medical Patient Bibs|43446,"<meta name= ""description"" content=""Buy Graham Medical Patient Bibs at best price from medicaleshop.com"" /><meta name=""keywords"" content=""43446"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000195,GR43445-CS,Size|Color,13½ x 18 inch,White,Case,,Child Matrix Item,1000000194,43445,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,13.1,13.755,17.03,,,,,,"Graham Medical Patient Bibs 13½"" X 18"", White - 500/cs",,,,,,,Supply Compression,"Patient Bib, TTP, 13½"" x 18"", White, 2-Ply, 500/cs (63 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000195,GR43446-CS,Size,13½ x 18 inch,,Case,,Child Matrix Item,1000000194,43446,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,14.2,14.91,18.46,,,,,,"Graham Medical Patient Bibs 13½"" X 18"" - 500/cs",,,,,,,Supply Compression,"Patient Bib, TTP, 13½"" x 18"", Mauve, 2-Ply, 500/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000195,GR43447-CS,Size|Color,13½ x 18 inch,Blue,Case,,Child Matrix Item,1000000194,43447,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,14.2,14.91,18.46,,,,,,"Graham Medical Patient Bibs 13½"" X 18"", Blue - 500/cs",,,,,,,Supply Compression,"Patient Bib, TTP, 13½"" x 18"", Blue, 2-Ply, 500/cs (63 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000198,GR65247-MI,,,,,,Parent Matrix Item,,65247,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Pocketfit® Stretcher Sheet,"<p>Elastic on each end that allow an easy and secure fit over mattresses and oversized stretchers. Designed to fit Ferno POWERFlexx Cot and Stryker MX - PRO Bariatric. Disposable, sewn, fitted stretcher sheet with elastic corner, for use on gurneys and medical stretchers. Fluid resistant, quiet, soft.</p>","<p>Elastic on each end that allow an easy and secure fit over mattresses and oversized stretchers. Designed to fit Ferno POWERFlexx Cot and Stryker MX - PRO Bariatric. Disposable, sewn, fitted stretcher sheet with elastic corner, for use on gurneys and medical stretchers. Fluid resistant, quiet, soft.</p>",Graham Medical Pocketfit® Stretcher Sheet|65247,"<meta name= ""description"" content=""Buy Graham Medical Pocketfit® Stretcher Sheet at best price from medicaleshop.com"" /><meta name=""keywords"" content=""65247"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000199,GR65247-CS,Color|Size,30 x 84 inch,Light Blue,Case,,Child Matrix Item,1000000198,65247,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,48.41,50.8305,62.933,,,,,,"Graham Medical Pocketfit® Stretcher Sheet Snugfit®, Light Blue, Non-woven, 30"" X 84"" - 50/cs",,,,,,,Supply Compression,"SnugFit® Fitted Stretcher Sheet, Light Blue, Non-Woven, 30"" x 84"", 50/cs","[{""text"":""SnugFit®"",""tag"":""BRAND""},{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
